hero_name,player_name,team_name,deaths_avg_per_1m,eliminations_avg_per_1m,final_blows_avg_per_1m,healing_avg_per_1m,hero_damage_avg_per_1m,time_played_total,ultimates_earned_avg_per_1m
overall,NUS,LDN,0.33509183629453615,1.3307012345158022,0.17076795503471556,627.1847898170353,422.1662623812462,18621.760735809803,0.3318697994070887
hanzo,NUS,LDN,0.0,0.0,0.0,0.0,0.0,2.921685814857483,0.0
lucio,NUS,LDN,0.3325268218126818,1.4158100763777068,0.18168991294919726,607.3524131517665,448.34437855854287,17502.347534775734,0.3256705986825234
mercy,NUS,LDN,0.37617840733660873,0.0,0.0,939.7223962235668,12.897545394398014,1116.4915152192116,0.4299181798132671
overall,Munchkin,SEO,0.48970075817702347,1.6718689947137442,0.3672755686327676,791.3326543357363,558.038065684533,15683.046986877918,0.49735233252353944
hanzo,Munchkin,SEO,0.8502153801717323,1.2753230702575984,0.6376615351287992,0.0,937.7902232263446,282.28141433000565,0.42510769008586613
brigitte,Munchkin,SEO,0.5034790857588088,1.6992419144359798,0.35962791839914915,923.2771021069119,518.1327024233386,13347.128391385078,0.5079744347387982
widowmaker,Munchkin,SEO,0.7426878649162619,0.37134393245813097,0.37134393245813097,0.0,581.2113011778947,161.5752803683281,0.0
zarya,Munchkin,SEO,0.35534645861898645,1.2437126051664527,0.0,0.0,1347.8227078536981,337.69859552383423,0.7106929172379729
sombra,Munchkin,SEO,0.2315697658206903,1.9451860328937987,0.5094534848055187,67.47107592042208,633.8950207555279,1295.5059091448784,0.41682557847724255
moira,Munchkin,SEO,0.0,0.0,0.0,0.0,0.0,0.974537193775177,0.0
tracer,Munchkin,SEO,0.6979913312014687,0.6979913312014687,0.23266377706715624,0.0,780.008381668103,257.8828589320183,0.4653275541343125
overall,BIRDRING,LDN,0.4939167130032483,1.705188652035024,0.6820754608140096,1.2965313492032562,964.7421402473788,5102.0747702121735,0.4351171043123854
reaper,BIRDRING,LDN,1.0538796631270786,2.634699157817696,0.5269398315635393,58.09511542482223,537.9595944763846,113.86499255895615,0.0
widowmaker,BIRDRING,LDN,0.3876801626971936,1.1630404880915808,0.8307432057797005,0.0,745.5421868051279,1083.3672713041306,0.3876801626971936
zarya,BIRDRING,LDN,0.4888655192070233,1.8543174866473298,0.6405824044781685,0.0,1067.9357692022422,3559.261047542095,0.4888655192070233
mccree,BIRDRING,LDN,0.4548574160859303,1.819429664343721,0.6822861241288953,0.0,758.3011766699926,263.8189370036125,0.22742870804296514
doomfist,BIRDRING,LDN,1.4676651031945138,0.7338325515972569,0.7338325515972569,0.0,637.4481562911029,81.76252180337906,0.0
overall,Fissure,SEO,0.5701482904718348,1.599476412196154,0.5012713157839621,0.0,809.3900123181619,15680.13120341301,0.44387383687740156
winston,Fissure,SEO,0.43316994703444067,1.5431679363101949,0.4602430687240932,0.0,744.4367084273874,2216.220230817795,0.43316994703444067
ana,Fissure,SEO,0.0,0.0,0.0,0.0,0.0,9.734678864479065,0.0
hanzo,Fissure,SEO,0.0,0.0,0.0,0.0,0.0,5.827194631099701,0.0
roadhog,Fissure,SEO,0.0,0.0,0.0,0.0,0.0,1.9464521408081055,0.0
orisa,Fissure,SEO,0.5487502585731475,0.9145837642885792,0.0,0.0,527.0837648709645,328.0180686712265,0.18291675285771586
reinhardt,Fissure,SEO,0.5898555980461484,1.5858412799929236,0.5221672507293773,0.0,839.0105493793244,12409.816952228546,0.4738184312173979
wreckingball,Fissure,SEO,0.6774229901945796,2.3709804656810287,0.5080672426459347,0.0,644.4629135448946,708.5676260590553,0.08467787377432245
overall,SoOn,PAR,0.6141724549670979,2.003514027853834,0.5187670250692963,4.942464724740151,978.5716894563523,10062.320362985134,0.4412501132773325
mei,SoOn,PAR,0.0,3.0441405182069396,0.0,38.315193717611976,691.3783405868048,157.67997473478317,0.38051756477586746
widowmaker,SoOn,PAR,0.0,0.0,0.0,0.0,0.0,8.759371519088745,0.0
zarya,SoOn,PAR,0.6163052111087871,2.0390523473918383,0.5245150732840741,0.0,994.6360373309162,9151.30993270874,0.445837812291463
mccree,SoOn,PAR,0.4742109339082803,0.4742109339082803,0.0,0.0,985.8894972211294,253.05194675922394,0.7113164008624204
sombra,SoOn,PAR,1.2754545858100972,0.0,0.0,68.02424457653852,499.85059675312914,141.12615376710892,0.0
bastion,SoOn,PAR,0.4165446477573247,2.915812534301273,2.0827232387866235,236.6745919256754,1424.0331334039388,144.04218208789825,0.4165446477573247
doomfist,SoOn,PAR,1.081446999483506,2.162893998967012,1.081446999483506,0.0,841.449618076657,55.48122102022171,0.0
tracer,SoOn,PAR,0.7953889690110763,2.3861669070332288,0.3976944845055381,0.0,421.78104614101426,150.86958038806915,0.3976944845055381
overall,coolmatt,HOU,0.46089982642524124,1.9214978679136818,0.5063406543826594,0.13603027090636846,859.2748389623134,9242.789334595203,0.44142518587206203
reaper,coolmatt,HOU,0.9630930018097528,1.9261860036195055,0.9630930018097528,20.181600002289304,205.98515155350344,62.299279391765594,0.0
widowmaker,coolmatt,HOU,0.0,0.0,0.0,0.0,313.427089208597,22.397553503513336,0.0
zarya,coolmatt,HOU,0.27729084354722233,2.4956175919250008,0.5545816870944447,0.0,1061.011003378183,649.1379148960114,0.36972112472962976
dva,coolmatt,HOU,0.47673497577037816,1.8852701314555862,0.5128512618135886,0.0,865.7670664627881,8306.501937687397,0.45506520414445184
sombra,coolmatt,HOU,0.30821278251921613,1.8492766951152968,0.0,0.0,215.77619873551257,194.6707060933113,0.30821278251921613
soldier76,coolmatt,HOU,0.0,0.0,0.0,0.0,0.0,2.9177815914154053,0.0
tracer,coolmatt,HOU,0.0,0.0,0.0,0.0,0.0,4.864161431789398,0.0
overall,EFFECT,DAL,0.6146962183976437,1.317206182280665,0.46102216379823274,0.8554601401611385,916.8783911559943,5466.114642381668,0.46102216379823274
tracer,EFFECT,DAL,0.5970735995714429,1.0448787992500252,0.34829293308334175,0.0,741.8589571134895,1205.8814868330956,0.4975613329762025
bastion,EFFECT,DAL,0.692613512354014,0.0,0.0,53.978178389352415,338.62616761510503,86.62839943170547,0.0
zarya,EFFECT,DAL,0.6240148338504624,1.4708921083618043,0.520012361542052,0.0,989.9940348935374,4038.3655376434326,0.46058237736581753
widowmaker,EFFECT,DAL,0.443658286976762,0.0,0.0,0.0,664.5703966523398,135.23921847343445,0.443658286976762
overall,Mano,NYE,0.43648859736029133,1.7883907808511936,0.5668289424053783,0.0,790.9421065809869,19794.33151805401,0.49104967203032773
winston,Mano,NYE,0.4659687432285866,2.0774439802274487,0.42713801462620443,0.0,874.5351238174403,3090.3360384702682,0.48538410752977773
hanzo,Mano,NYE,0.0,0.0,0.0,0.0,0.0,11.669819831848145,0.0
reaper,Mano,NYE,0.0,0.0,0.0,0.0,0.0,9.731751441955566,0.0
orisa,Mano,NYE,0.7170661331168374,0.7170661331168374,0.3585330665584187,0.0,328.477250899665,167.34858119487762,0.0
reinhardt,Mano,NYE,0.42748187977878793,1.7480955440954007,0.5916043871938583,0.0,786.9435136418713,15719.964559614658,0.5038179297392857
